"Year","Rank","DonorName","DonorNameWithFlag","Iso3","Iso2","Earmarked","UnEarmarked","Total"
2024,"1","United States",":us: United States","usa","us","35397730","3500000","38897730"
2024,"2","Sweden",":se: Sweden","swe","se","16130727","14134649","30265376"
2024,"3","United Kingdom",":gb: United Kingdom","gbr","gb","2105671","26375967","28481638"
2024,"4","European Commission","European Commission","eu","","18908992","0","18908992"
2024,"5","Norway",":no: Norway","nor","no","466975","14492648","14959623"
2024,"6","Denmark",":dk: Denmark","dnk","dk","0","10030891","10030891"
2024,"7","Canada",":ca: Canada","can","ca","8455989","1477928","9933917"
2024,"8","Qatar",":qa: Qatar","qat","qa","873059","8000000","8873059"
2024,"9","Germany",":de: Germany","deu","de","2436681","5251163","7687844"
2024,"10","Netherlands",":nl: Netherlands","nld","nl","0","7502680","7502680"
2024,"11","Australia",":au: Australia","aus","au","664608","5981478","6646086"
2024,"12","Belgium",":be: Belgium","bel","be","0","6223176","6223176"
2024,"13","Ireland",":ie: Ireland","irl","ie","0","5952381","5952381"
2024,"14","Switzerland",":ch: Switzerland","che","ch","5898","5530973","5536871"
2024,"15","Japan",":jp: Japan","jpn","jp","3300000","0","3300000"
2024,"16","New Zealand",":nz: New Zealand","nzl","nz","0","3066500","3066500"
2024,"17","Finland",":fi: Finland","fin","fi","0","2735230","2735230"
2024,"18","Spain",":es: Spain","esp","es","2700246","0","2700246"
2024,"19","Saudi Arabia",":sa: Saudi Arabia","sau","sa","1500000","499993","1999993"
2024,"20","Austria",":at: Austria","aut","at","1089325","270270","1359595"
2024,"21","Luxembourg",":lu: Luxembourg","lux","lu","109409","1149397","1258806"
2024,"22","France",":fr: France","fra","fr","0","1071811","1071811"
2024,"23","Private Contributions","Private Contributions","pri_con","","3925","1000000","1003925"
2024,"24","Korea, Republic of",":kr: Korea, Republic of","kor","kr","1000000","0","1000000"
2024,"25","Iceland",":is: Iceland","isl","is","0","874759","874759"
2024,"26","Estonia",":ee: Estonia","est","ee","605454","161812","767266"
2024,"27","Türkiye",":tr: Türkiye","tur","tr","525000","0","525000"
2024,"28","Poland",":pl: Poland","pol","pl","500000","0","500000"
2024,"29","Jersey",":je: Jersey","jey","je","237552","0","237552"
2024,"30","South Africa",":za: South Africa","zaf","za","0","167603","167603"
2024,"31","Portugal",":pt: Portugal","prt","pt","110865","0","110865"
2024,"32","Cyprus",":cy: Cyprus","cyp","cy","107182","0","107182"
2024,"33","Greece",":gr: Greece","grc","gr","53476","0","53476"
2024,"34","UN, NGOs and other entities","UN, NGOs and other entities","un","","52858","0","52858"
2024,"35","Singapore",":sg: Singapore","sgp","sg","0","50000","50000"
2024,"36","Philippines",":ph: Philippines","phl","ph","35000","0","35000"
2024,"37","Monaco",":mc: Monaco","mco","mc","0","32432","32432"
2024,"38","Latvia",":lv: Latvia","lva","lv","10799","0","10799"
